Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
5/1/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,CENTRAL,NONE,700 Block of CHESTNUT ST,-122.4156992,37.80338896
5/1/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,WEBSTER ST / PACIFIC AV,-122.4330919,37.7935581
5/1/2015 20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE,TARAVAL ST / 41ST AV,-122.4992601,37.74200669
5/1/2015 19:45,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,MISSION,ARREST_BOOKED,500 Block of SOUTH VAN NESS AV,-122.417477,37.76435775
5/1/2015 19:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,LARKIN ST / MCALLISTER ST,-122.4169486,37.78046893
5/1/2015 19:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,PINE ST / POWELL ST,-122.4089776,37.79108869
5/1/2015 19:44,ROBBERY,ROBBERY_ARMED WITH A GUN,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
5/1/2015 19:40,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,SOUTHERN,ARREST_BOOKED,800 Block of BRYANT ST,-122.4034048,37.77542071
5/1/2015 19:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4039407,37.78430071
5/1/2015 19:30,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,BAYVIEW,NONE,CESAR CHAVEZ ST / 3RD ST,-122.3875868,37.75026529
5/1/2015 19:30,NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE,CESAR CHAVEZ ST / 3RD ST,-122.3875868,37.75026529
5/1/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,ILLINOIS ST / 22ND ST,-122.3873163,37.75800217
5/1/2015 19:28,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,BAYVIEW,ARREST_BOOKED,1400 Block of NEWCOMB AV,-122.3870359,37.73360265
5/1/2015 19:28,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,BAYVIEW,ARREST_BOOKED,1400 Block of NEWCOMB AV,-122.3870359,37.73360265
5/1/2015 19:28,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Friday,BAYVIEW,ARREST_BOOKED,1400 Block of NEWCOMB AV,-122.3870359,37.73360265
5/1/2015 19:27,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,BAYVIEW,NONE,1400 Block of NEWCOMB AV,-122.3870359,37.73360265
5/1/2015 19:15,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION_FORCIBLE ENTRY",Friday,CENTRAL,NONE,400 Block of PACIFIC AV,-122.4024921,37.79750272
5/1/2015 19:11,FRAUD,DEFRAUDING AN INNKEEPER,Friday,CENTRAL,ARREST_BOOKED,2800 Block of TAYLOR ST,-122.4159234,37.80859051
5/1/2015 19:06,FRAUD,CREDIT CARD_THEFT BY USE OF,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/1/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,600 Block of 5TH ST,-122.3983134,37.77629354
5/1/2015 19:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,TARAVAL,NONE,0 Block of YERBABUENA AV,-122.4645347,37.73770629
5/1/2015 19:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,25TH ST / CASTRO ST,-122.4339295,37.74969519
5/1/2015 19:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,MARKET ST / FRONT ST,-122.3982667,37.79171485
5/1/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
5/1/2015 18:49,ASSAULT,BATTERY,Friday,CENTRAL,NONE,900 Block of POST ST,-122.4176413,37.78717353
5/1/2015 18:45,BURGLARY,BURGLARY_UNLAWFUL ENTRY,Friday,TENDERLOIN,NONE,500 Block of LEAVENWORTH ST,-122.4146454,37.78606884
5/1/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,300 Block of 12TH ST,-122.4134314,37.77014817
5/1/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,VANNESS AV / MCALLISTER ST,-122.4202505,37.78007457
5/1/2015 18:40,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Friday,PARK,NONE,2400 Block of GEARY BL,-122.4436429,37.78291837
5/1/2015 18:40,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.4137895,37.80655265
5/1/2015 18:38,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Friday,CENTRAL,ARREST_BOOKED,SACRAMENTO ST / FRONT ST,-122.3989727,37.79428282
5/1/2015 18:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,PARK,NONE,1100 Block of HAIGHT ST,-122.4412045,37.77079475
5/1/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,HARRISON ST / THE EMBARCADEROSOUTH ST,-122.3884856,37.78957276
5/1/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,1ST ST / MISSION ST,-122.3975764,37.78976193
5/1/2015 18:27,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Friday,INGLESIDE,ARREST_BOOKED,4900 Block of MISSION ST,-122.4386951,37.71969203
5/1/2015 18:27,OTHER OFFENSES,CONSPIRACY,Friday,INGLESIDE,ARREST_BOOKED,4900 Block of MISSION ST,-122.4386951,37.71969203
5/1/2015 18:27,STOLEN PROPERTY,STOLEN PROPERTY_POSSESSION WITH KNOWLEDGE_RECEIVING,Friday,INGLESIDE,ARREST_BOOKED,4900 Block of MISSION ST,-122.4386951,37.71969203
5/1/2015 18:25,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,EDDY ST / JONES ST,-122.4125974,37.78393203
5/1/2015 18:20,NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE,2000 Block of VANNESS AV,-122.4233107,37.79436349
5/1/2015 18:20,FRAUD,CREDIT CARD_THEFT BY USE OF,Friday,NORTHERN,NONE,2000 Block of VANNESS AV,-122.4233107,37.79436349
5/1/2015 18:19,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,CENTRAL,NONE,200 Block of CALIFORNIA ST,-122.3993705,37.79322843
5/1/2015 18:10,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE,500 Block of NATOMA ST,-122.409422,37.77889424
5/1/2015 18:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,500 Block of 5TH ST,-122.3999811,37.77762424
5/1/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
5/1/2015 18:00,BURGLARY,BURGLARY OF APARTMENT HOUSE_UNLAWFUL ENTRY,Friday,CENTRAL,NONE,700 Block of GEARY ST,-122.4156546,37.78646724
5/1/2015 18:00,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,TARAVAL,NONE,100 Block of MADRONE AV,-122.4680203,37.74076584
5/1/2015 18:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.4025276,37.77603828
5/1/2015 18:00,VANDALISM,MALICIOUS MISCHIEF_VANDALISM OF VEHICLES,Friday,TARAVAL,NONE,14TH AV / TARAVAL ST,-122.4702334,37.74328674
5/1/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE,BUCHANAN ST / GROVE ST,-122.4281042,37.7771775
5/1/2015 18:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,NORTHERN,NONE,BUCHANAN ST / GROVE ST,-122.4281042,37.7771775
5/1/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,POLK ST / LOMBARD ST,-122.422904,37.80155611
5/1/2015 17:52,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,INGLESIDE,ARREST_BOOKED,200 Block of TRUMBULL ST,-122.4250108,37.73087817
5/1/2015 17:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,5700 Block of GEARY BL,-122.4810033,37.78038213
5/1/2015 17:40,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,INGLESIDE,NONE,0 Block of ADDISON ST,-122.4323983,37.73782181
5/1/2015 17:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.4042825,37.79822493
5/1/2015 17:30,BURGLARY,BURGLARY_UNLAWFUL ENTRY,Friday,RICHMOND,NONE,2700 Block of PACIFIC AV,-122.4405044,37.79256043
5/1/2015 17:30,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,RICHMOND,NONE,2700 Block of PACIFIC AV,-122.4405044,37.79256043
5/1/2015 17:30,STOLEN PROPERTY,STOLEN PROPERTY_POSSESSION WITH KNOWLEDGE_RECEIVING,Friday,SOUTHERN,NONE,MINNA ST / 6TH ST,-122.408163,37.78053454
5/1/2015 17:30,NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,NONE,FILBERT ST / SANSOME ST,-122.4029756,37.8021678
5/1/2015 17:30,NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE,SAN BRUNO AV / MANSELL ST,-122.4010737,37.72153543
5/1/2015 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,MINNA ST / 6TH ST,-122.408163,37.78053454
5/1/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,SKYLINEBLVD HY / JOHNMUIR DR,-122.5002204,37.71895417
5/1/2015 17:27,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,MISSION,ARREST_BOOKED,14TH ST / JULIAN AV,-122.4212134,37.7681977
5/1/2015 17:27,WARRANTS,WARRANT ARREST,Friday,MISSION,ARREST_BOOKED,14TH ST / JULIAN AV,-122.4212134,37.7681977
5/1/2015 17:09,NON-CRIMINAL,AIDED CASE,Friday,SOUTHERN,NONE,5TH ST / HARRISON ST,-122.4018464,37.77903241
5/1/2015 17:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,PARK,NONE,1700 Block of HAIGHT ST,-122.4513144,37.76950461
5/1/2015 17:00,NON-CRIMINAL,FOUND PROPERTY,Friday,PARK,NONE,1700 Block of HAIGHT ST,-122.4513144,37.76950461
5/1/2015 17:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,700 Block of 7TH AV,-122.4649447,37.77438417
5/1/2015 17:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.406521,37.78506294
5/1/2015 17:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,1800 Block of 38TH AV,-122.4968364,37.75238845
5/1/2015 17:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,TARAVAL,NONE,0 Block of SPRINGFIELD DR,-122.488008,37.73276477
5/1/2015 17:00,VEHICLE THEFT,STOLEN TRUCK,Friday,BAYVIEW,NONE,2200 Block of 22ND ST,-122.4029437,37.75711498
5/1/2015 17:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,MISSION,NONE,3400 Block of 18TH ST,-122.4204947,37.76182193
5/1/2015 17:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,INGLESIDE,NONE,0 Block of MANSELL ST,-122.4252253,37.71769555
5/1/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE,1200 Block of OAK ST,-122.4399386,37.77286966
5/1/2015 17:00,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,BAYVIEW,ARREST_BOOKED,ALEMANY BL / INDUSTRIAL ST,-122.4069108,37.73796662
5/1/2015 17:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,PARK,NONE,RIVOLI ST / SHRADER ST,-122.4507392,37.76233975
5/1/2015 16:50,ASSAULT,BATTERY,Friday,CENTRAL,ARREST_BOOKED,400 Block of BROADWAY ST,-122.4042825,37.79822493
5/1/2015 16:45,VANDALISM,MALICIOUS MISCHIEF_BREAKING WINDOWS,Friday,INGLESIDE,NONE,0 Block of SANTOS ST,-122.4188172,37.71131574
5/1/2015 16:45,BURGLARY,BURGLARY OF RESIDENCE_UNLAWFUL ENTRY,Friday,INGLESIDE,NONE,0 Block of SANTOS ST,-122.4188172,37.71131574
5/1/2015 16:45,ASSAULT,BATTERY,Friday,INGLESIDE,ARREST_BOOKED,CESAR CHAVEZ ST / BAY SHORE BL,-122.4032275,37.74946435
5/1/2015 16:44,WARRANTS,WARRANT ARREST,Friday,TARAVAL,ARREST_BOOKED,1900 Block of 19TH AV,-122.4760961,37.75143288
5/1/2015 16:44,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TARAVAL,ARREST_BOOKED,1900 Block of 19TH AV,-122.4760961,37.75143288
5/1/2015 16:44,OTHER OFFENSES,RESISTING ARREST,Friday,TARAVAL,ARREST_BOOKED,1900 Block of 19TH AV,-122.4760961,37.75143288
5/1/2015 16:44,WEAPON LAWS,WEAPON_DEADLY_EXHIBITING TO RESIST ARREST,Friday,TARAVAL,ARREST_BOOKED,1900 Block of 19TH AV,-122.4760961,37.75143288
5/1/2015 16:44,ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER,Friday,TARAVAL,ARREST_BOOKED,1900 Block of 19TH AV,-122.4760961,37.75143288
5/1/2015 16:30,MISSING PERSON,MISSING JUVENILE,Friday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
5/1/2015 16:30,MISSING PERSON,FOUND PERSON,Friday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
5/1/2015 16:30,OTHER OFFENSES,FRAUDULENT GAME OR TRICK_OBTAINING MONEY OR PROPERTY,Friday,PARK,NONE,300 Block of DIVISADERO ST,-122.4372156,37.77269217
5/1/2015 16:20,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Friday,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.4208327,37.74799945
5/1/2015 16:19,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Friday,SOUTHERN,NONE,MINNA ST / RUSS ST,-122.409286,37.77965932
5/1/2015 16:15,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,1100 Block of FILBERT ST,-122.4184366,37.80028963
5/1/2015 16:10,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,MISSION ST / 5TH ST,-122.406482,37.78273179
5/1/2015 16:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,UNFOUNDED,4400 Block of 3RD ST,-122.3896013,37.73752509
5/1/2015 16:00,BURGLARY,BURGLARY_UNLAWFUL ENTRY,Friday,PARK,NONE,1600 Block of HAYES ST,-122.4435846,37.77419792
5/1/2015 16:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE,400 Block of FRANKLIN ST,-122.4216851,37.77848912
5/1/2015 16:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,NORTHERN,NONE,CALIFORNIA ST / LAGUNA ST,-122.4289097,37.78953369
5/1/2015 15:46,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007
5/1/2015 15:45,OTHER OFFENSES,FALSE PERSONATION,Friday,MISSION,NONE,200 Block of CHATTANOOGA ST,-122.426335,37.75255416
5/1/2015 15:35,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Friday,SOUTHERN,NONE,3RD ST / MARKET ST,-122.4034341,37.78764305
5/1/2015 15:35,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,SOUTHERN,NONE,3RD ST / MARKET ST,-122.4034341,37.78764305
5/1/2015 15:30,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444
5/1/2015 15:30,MISSING PERSON,MISSING JUVENILE,Friday,RICHMOND,NONE,500 Block of 44TH AV,-122.5050887,37.77817768
5/1/2015 15:30,MISSING PERSON,FOUND PERSON,Friday,RICHMOND,NONE,500 Block of 44TH AV,-122.5050887,37.77817768
5/1/2015 15:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,PARK,NONE,0 Block of CRESTLINE DR,-122.4464321,37.75024106
5/1/2015 15:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,400 Block of CROSSOVER DR,-122.4781955,37.76867464
5/1/2015 15:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE,0 Block of MENDOSA AV,-122.4656426,37.74881504
5/1/2015 15:30,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
5/1/2015 15:30,ASSAULT,BATTERY,Friday,MISSION,NONE,23RD ST / BARTLETT ST,-122.4197055,37.7537707
5/1/2015 15:20,BURGLARY,BURGLARY OF RESIDENCE_ATTEMPTED FORCIBLE ENTRY,Friday,BAYVIEW,NONE,1000 Block of CONNECTICUT ST,-122.3970892,37.75359879
5/1/2015 15:20,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Friday,MISSION,NONE,19TH ST / DOLORES ST,-122.4259205,37.75982792
5/1/2015 15:05,ROBBERY,ROBBERY ON THE STREET_STRONGARM,Friday,RICHMOND,NONE,ANZA ST / 39TH AV,-122.4995886,37.77748101
5/1/2015 15:03,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Friday,CENTRAL,NONE,0 Block of DRUMM ST,-122.3964219,37.79414474
5/1/2015 15:00,MISSING PERSON,FOUND PERSON,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/1/2015 15:00,MISSING PERSON,MISSING ADULT,Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
5/1/2015 15:00,FRAUD,FALSE PRETENSES_PETTY THEFT,Friday,CENTRAL,NONE,500 Block of GRANT AV,-122.4059385,37.79211235
5/1/2015 15:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Friday,MISSION,NONE,CHURCH ST / MARKET ST,-122.42895,37.76750273
5/1/2015 14:30,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,MISSION,ARREST_BOOKED,200 Block of DORLAND ST,-122.4295679,37.7620293
5/1/2015 14:30,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,MISSION,ARREST_BOOKED,200 Block of DORLAND ST,-122.4295679,37.7620293
5/1/2015 14:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,BAYVIEW,NONE,5600 Block of 3RD ST,-122.3938703,37.72664013
5/1/2015 14:30,LIQUOR LAWS,SELL OR FURNISH ALCOHOL TO INTOXICATED PERSON,Friday,TENDERLOIN,NONE,100 Block of EDDY ST,-122.4101352,37.78418891
5/1/2015 14:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,200 Block of KING ST,-122.3931106,37.77731032
5/1/2015 14:30,NON-CRIMINAL,SEARCH WARRANT SERVICE,Friday,INGLESIDE,ARREST_BOOKED,1500 Block of SUNNYDALE AV,-122.4171448,37.71215029
5/1/2015 14:30,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,MISSION,ARREST_BOOKED,200 Block of DORLAND ST,-122.4295679,37.7620293
5/1/2015 14:27,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,INGLESIDE,ARREST_BOOKED,NAPLES ST / FRANCE AV,-122.4335547,37.71774339
5/1/2015 14:23,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TENDERLOIN,ARREST_BOOKED,100 Block of EDDY ST,-122.4101571,37.78429738
5/1/2015 14:20,ASSAULT,BATTERY,Friday,TARAVAL,NONE,1500 Block of 18TH AV,-122.4756609,37.75893176
5/1/2015 14:18,ASSAULT,BATTERY,Friday,BAYVIEW,ARREST_BOOKED,1000 Block of GILMAN AV,-122.3891364,37.71873248
5/1/2015 14:15,OTHER OFFENSES,TRAFFIC COLLISION_HIT & RUN_PROPERTY DAMAGE,Friday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336
5/1/2015 14:00,MISSING PERSON,MISSING ADULT,Friday,MISSION,NONE,800 Block of POTRERO AV,-122.4067253,37.75856417
5/1/2015 14:00,ASSAULT,BATTERY,Friday,MISSION,NONE,200 Block of SOUTH VAN NESS AV,-122.417713,37.76880168
5/1/2015 14:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION_FORCIBLE ENTRY",Friday,BAYVIEW,NONE,2500 Block of MARIN ST,-122.4027568,37.74811081
5/1/2015 14:00,ASSAULT,BATTERY,Friday,TARAVAL,NONE,LAKEVIEW AV / MAJESTIC AV,-122.4518932,37.7169767
5/1/2015 14:00,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Friday,TARAVAL,NONE,LAKEVIEW AV / MAJESTIC AV,-122.4518932,37.7169767
5/1/2015 13:38,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,100 Block of SPEAR ST,-122.3933265,37.79187362
5/1/2015 13:38,VANDALISM,MALICIOUS MISCHIEF_VANDALISM,Friday,SOUTHERN,NONE,100 Block of SPEAR ST,-122.3933265,37.79187362
5/1/2015 13:30,ASSAULT,INFLICT INJURY ON COHABITEE,Friday,BAYVIEW,ARREST_BOOKED,2400 Block of GRIFFITH ST,-122.3864377,37.71918345
5/1/2015 13:30,MISSING PERSON,MISSING ADULT,Friday,INGLESIDE,NONE,500 Block of LOSPALMOS DR,-122.4542633,37.73417441
5/1/2015 13:30,MISSING PERSON,MISSING ADULT,Friday,MISSION,NONE,2800 Block of 25TH ST,-122.406668,37.75139334
5/1/2015 13:30,MISSING PERSON,FOUND PERSON,Friday,MISSION,NONE,2800 Block of 25TH ST,-122.406668,37.75139334
5/1/2015 13:22,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,RICHMOND,NONE,600 Block of 28TH AV,-122.487805,37.77706674
5/1/2015 13:20,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,HAIGHT ST / LYON ST,-122.4419979,37.770637
5/1/2015 13:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,0 Block of PEARL ST,-122.423869,37.77100342
5/1/2015 13:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
5/1/2015 13:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,MINNA ST / 6TH ST,-122.408163,37.78053454
5/1/2015 12:50,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Friday,NORTHERN,NONE,1100 Block of FILLMORE ST,-122.4321162,37.78003044
5/1/2015 12:49,ASSAULT,THREATS AGAINST LIFE,Friday,CENTRAL,NONE,900 Block of BUSH ST,-122.412929,37.78968683
5/1/2015 12:40,WARRANTS,WARRANT ARREST,Friday,MISSION,ARREST_BOOKED,100 Block of COLLINGWOOD ST,-122.4361029,37.7600037
5/1/2015 12:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,MCALLISTER ST / LARKIN ST,-122.4169486,37.78046893
5/1/2015 12:20,ASSAULT,THREATS AGAINST LIFE,Friday,NORTHERN,ARREST_BOOKED,500 Block of VANNESS AV,-122.4202439,37.78083476
5/1/2015 12:20,SECONDARY CODES,DOMESTIC VIOLENCE,Friday,NORTHERN,ARREST_BOOKED,500 Block of VANNESS AV,-122.4202439,37.78083476
5/1/2015 12:20,MISSING PERSON,MISSING ADULT,Friday,MISSION,NONE,2700 Block of MISSION ST,-122.4185872,37.75301865
5/1/2015 12:20,OTHER OFFENSES,STAY AWAY ORDER VIOLATION_DV RELATED,Friday,NORTHERN,ARREST_BOOKED,500 Block of VANNESS AV,-122.4202439,37.78083476
5/1/2015 12:20,ASSAULT,BATTERY_FORMER SPOUSE OR DATING RELATIONSHIP,Friday,NORTHERN,ARREST_BOOKED,500 Block of VANNESS AV,-122.4202439,37.78083476
5/1/2015 12:18,NON-CRIMINAL,AIDED CASE_MENTAL DISTURBED,Friday,RICHMOND,NONE,400 Block of 26TH AV,-122.485806,37.78099081
5/1/2015 12:00,VEHICLE THEFT,STOLEN MISCELLANEOUS VEHICLE,Friday,BAYVIEW,NONE,1200 Block of PENNSYLVANIA AV,-122.3925233,37.75072592
5/1/2015 12:00,NON-CRIMINAL,AIDED CASE,Friday,INGLESIDE,NONE,200 Block of OTTAWA AV,-122.4476074,37.71679614
5/1/2015 12:00,NON-CRIMINAL,CASE CLOSURE,Friday,MISSION,ARREST_BOOKED,0 Block of VIRGIL ST,-122.4155341,37.75000152
5/1/2015 12:00,OTHER OFFENSES,FRAUDULENT GAME OR TRICK_OBTAINING MONEY OR PROPERTY,Friday,MISSION,ARREST_BOOKED,0 Block of VIRGIL ST,-122.4155341,37.75000152
5/1/2015 12:00,FRAUD,FALSE ID TO PEACE OFFICER,Friday,TENDERLOIN,NONE,ELLIS ST / POWELL ST,-122.4078542,37.7854922
5/1/2015 12:00,ROBBERY,ROBBERY ON THE STREET_STRONGARM,Friday,TENDERLOIN,NONE,ELLIS ST / POWELL ST,-122.4078542,37.7854922
5/1/2015 12:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,TENDERLOIN,NONE,ELLIS ST / POWELL ST,-122.4078542,37.7854922
5/1/2015 12:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,TENDERLOIN,NONE,ELLIS ST / POWELL ST,-122.4078542,37.7854922
5/1/2015 11:59,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,FOLSOM ST / 8TH ST,-122.4100658,37.77499068
5/1/2015 11:58,LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Friday,CENTRAL,NONE,300 Block of PINE ST,-122.4020294,37.79191259
5/1/2015 11:58,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Friday,CENTRAL,NONE,300 Block of PINE ST,-122.4020294,37.79191259
